user_id,gender,time_on_site_min,ads_seen,previous_customer,bought
263,Male,3.46,4,0,1
264,Female,7.05,6,0,0
265,Female,4.06,2,1,0
266,Female,6.81,2,1,1
267,Male,3.85,2,1,0
268,Male,4.21,2,0,1
269,Female,4.58,1,0,1
270,Female,9.09,2,1,1
271,Male,5.36,1,0,0
272,Male,2.87,1,0,0
273,Male,5.55,3,0,1
274,Female,3.42,0,1,1
275,Male,3.22,2,0,0
276,Male,5.45,5,0,1
277,Male,4.05,4,0,0
278,Female,4.45,4,0,1
279,Male,4.02,3,1,0
280,Male,4.54,3,0,1
281,Male,4.68,2,0,1
282,Male,0.9,1,1,1
283,Female,5.07,2,1,1
284,Male,2.43,2,0,0
285,Male,1.69,5,1,0
286,Female,3.91,4,0,0
287,Male,4.13,1,1,1
288,Female,2.89,1,0,1
289,Female,5.33,3,0,0
290,Male,1.85,2,0,0
291,Female,3.35,5,0,1
292,Male,3.06,3,0,0
293,Female,3.93,0,0,0
294,Male,4.45,4,0,0
295,Female,2.39,3,0,1
296,Female,5.16,2,0,1
297,Female,4.1,2,1,1
298,Male,0.97,8,1,1
299,Male,0.87,2,1,1
300,Male,3.98,1,0,1
301,Male,3.65,3,0,0
302,Female,3.83,4,0,1
303,Male,3.96,3,0,1
304,Female,4.36,4,0,1
305,Female,5.52,3,1,1
306,Male,2.22,5,0,1
307,Male,2.12,3,1,1
308,Female,2.25,3,0,0
309,Male,4.46,2,0,1
310,Male,5.99,4,0,1
311,Female,3.31,1,1,1
312,Female,0.0,4,0,0
313,Male,1.27,2,0,1
314,Male,2.67,8,0,1
315,Male,3.11,3,0,0
316,Female,3.35,3,1,1
317,Female,4.06,2,1,1
318,Female,3.5,3,1,1
319,Female,5.68,2,1,1
320,Female,2.92,2,1,0
321,Male,2.62,8,0,1
322,Male,4.77,1,0,1
323,Female,1.54,4,0,0
324,Female,4.62,8,0,1
325,Female,4.16,1,0,1
326,Male,3.76,1,0,0
327,Male,6.54,6,1,1
328,Male,3.0,3,1,1
329,Male,7.3,4,0,1
330,Female,3.64,2,1,0
331,Female,1.96,1,0,0
332,Male,4.11,3,0,0
333,Male,2.28,2,0,0
334,Female,2.8,4,0,0
335,Male,4.64,0,0,0
336,Female,4.89,3,0,0
337,Female,3.0,3,0,1
338,Male,5.58,3,0,1
339,Male,5.85,4,1,1
340,Female,6.3,2,0,1
341,Female,4.85,2,0,0
342,Male,6.18,2,0,0
343,Female,0.99,5,0,0
344,Female,3.49,1,0,0
345,Female,2.61,1,0,0
346,Male,4.19,5,0,1
347,Female,3.09,2,0,1
348,Female,3.73,4,1,1
349,Male,7.01,1,0,1
350,Male,3.73,3,0,0
351,Female,4.66,1,0,0
352,Male,3.63,5,0,0
353,Male,4.12,7,0,1
354,Male,4.01,0,0,0
355,Female,4.72,1,0,0
356,Female,5.86,1,1,0
357,Male,6.64,3,0,0
358,Female,4.5,2,0,1
359,Male,4.94,2,1,1
360,Female,2.16,4,0,0
361,Female,3.86,3,1,1
362,Female,5.5,1,1,1
363,Male,5.39,2,1,1
364,Female,4.34,2,0,1
365,Male,5.42,5,0,1
366,Female,4.79,2,0,1
367,Male,5.92,5,0,1
368,Male,4.46,1,0,0
369,Male,3.43,2,0,0
370,Female,4.54,1,0,0
371,Male,0.0,2,0,1
372,Female,4.61,2,0,1
373,Male,0.0,3,0,0
374,Male,1.24,7,1,1
375,Female,4.72,1,0,0
376,Male,4.76,1,0,0
377,Female,2.14,1,1,0
378,Female,2.86,3,0,0
379,Male,6.19,1,0,1
380,Male,3.23,4,1,1
381,Male,7.59,4,0,1
382,Female,4.0,5,0,0
383,Female,4.65,1,1,1
384,Male,6.59,1,1,1
385,Male,4.21,5,1,1
386,Male,2.4,2,1,1
387,Male,3.82,1,0,0
388,Female,3.94,6,1,1
389,Female,1.82,3,0,0
390,Male,3.59,0,1,0
391,Female,2.81,2,1,1
392,Male,5.48,4,1,1
393,Male,4.06,2,1,0
394,Female,3.55,5,0,1
395,Female,3.83,0,1,1
396,Female,4.36,1,0,0
397,Male,4.99,3,0,0
398,Male,2.4,4,1,1
399,Male,2.33,3,1,1
400,Male,5.77,3,0,1
401,Female,3.34,1,0,0
402,Female,1.73,3,0,1
403,Male,4.71,0,0,0
404,Female,4.74,7,0,1
405,Male,1.55,4,1,1
406,Female,4.37,3,0,0
407,Male,5.18,3,1,1
408,Male,4.6,2,0,0
409,Female,5.01,6,1,1
410,Male,1.75,2,0,0
411,Male,4.53,2,1,1
412,Male,3.52,2,0,0
413,Male,3.23,1,1,1
414,Male,5.39,5,1,1
415,Male,6.37,1,0,1
416,Female,6.87,7,0,1
417,Female,6.1,3,0,1
418,Male,3.82,2,1,1
419,Male,4.56,0,0,0
420,Female,5.23,5,0,1
421,Female,4.19,3,0,1
422,Female,4.21,0,0,0
423,Female,5.32,4,1,1
424,Female,3.91,3,1,1
425,Male,2.83,4,1,1
426,Male,3.34,4,1,1
427,Female,5.01,6,1,1
428,Female,4.0,7,0,1
429,Male,4.54,3,1,1
430,Female,5.07,4,0,1
431,Male,3.4,5,0,0
432,Female,5.21,6,1,1
433,Female,4.61,7,0,0
434,Male,2.02,4,0,1
435,Male,6.31,3,0,1
436,Male,3.2,3,0,0
437,Female,1.35,0,1,0
438,Female,2.33,3,0,0
439,Male,2.37,2,0,0
440,Male,4.08,4,0,1
441,Female,3.56,4,0,1
442,Male,3.46,5,0,1
443,Male,4.99,6,0,1
444,Male,4.54,6,0,1
445,Female,4.51,2,0,0
446,Female,4.66,2,0,1
447,Male,4.99,4,0,1
448,Female,0.63,7,1,0
449,Female,3.42,4,0,1
450,Male,0.51,1,0,0
451,Female,4.06,6,1,1
452,Female,3.99,3,0,1
453,Male,5.67,1,0,0
454,Male,5.9,1,1,1
455,Female,4.32,5,0,1
456,Female,3.2,2,1,1
457,Male,4.78,5,1,1
458,Female,3.16,4,1,1
459,Female,4.0,3,1,1
460,Male,5.58,1,0,1
461,Female,3.11,4,1,1
462,Male,5.29,0,0,0
463,Female,5.08,2,0,0
464,Male,2.47,3,0,0
465,Male,5.56,3,0,1
466,Female,5.12,2,0,0
467,Male,4.16,3,0,0
468,Female,2.78,4,0,1
469,Male,2.63,2,0,1
470,Female,3.14,3,1,1
471,Female,4.87,4,0,0
472,Female,2.47,2,1,0
473,Male,4.7,3,1,1
474,Male,2.01,1,1,0
475,Female,3.67,4,0,1
476,Female,4.18,2,1,1
477,Female,7.91,3,1,1
478,Male,1.8,0,1,0
479,Female,6.36,4,1,0
480,Male,4.24,1,0,0
481,Male,4.66,5,0,1
482,Female,4.19,9,1,1
483,Male,4.71,6,0,1
484,Female,3.75,5,1,1
485,Male,6.33,5,0,1
486,Male,3.27,3,0,1
487,Male,5.81,3,0,0
488,Female,2.97,1,0,0
489,Female,3.9,4,1,0
490,Female,2.28,3,0,0
491,Female,4.73,2,1,1
492,Female,6.31,1,0,1
493,Female,3.88,7,1,1
494,Female,3.68,4,0,0
495,Male,2.22,4,0,0
496,Male,3.63,4,0,1
497,Male,1.45,3,0,1
498,Male,2.54,0,1,1
499,Female,4.36,3,1,1
500,Male,6.11,3,0,1
501,Male,8.49,2,0,0
502,Female,3.06,0,0,0
503,Female,6.3,4,0,1
504,Female,4.39,2,0,1
505,Male,3.76,1,0,0
506,Male,4.69,2,0,0
507,Female,4.1,5,1,1
508,Male,4.18,3,0,1
509,Male,3.35,5,0,1
510,Male,1.76,3,0,1
511,Female,1.53,5,0,0
512,Female,5.05,5,0,0
513,Female,3.56,2,0,0
514,Female,3.05,3,0,1
515,Female,4.01,2,1,1
516,Male,5.27,1,1,1
517,Female,4.29,4,1,1
518,Male,2.95,3,1,1
519,Male,5.96,1,0,0
520,Female,6.53,2,0,0
521,Male,4.79,0,0,0
522,Male,5.56,1,1,0
523,Male,5.99,6,1,1
524,Female,5.81,4,0,1
525,Male,4.98,5,0,1
526,Male,4.96,2,0,1
527,Female,4.83,3,0,1
528,Male,2.24,6,1,1
529,Female,5.12,4,0,1
530,Female,1.83,4,0,1
531,Female,2.73,4,0,1
532,Male,6.09,4,0,1
533,Male,5.34,2,0,1
534,Male,6.38,2,1,1
535,Female,3.57,2,0,0
536,Male,2.16,1,0,0
537,Male,3.62,2,0,0
538,Male,4.16,2,0,0
539,Female,4.13,6,0,1
540,Male,5.81,4,0,0
541,Female,3.42,1,0,1
542,Male,4.56,3,0,0
543,Male,2.42,2,1,0
544,Male,4.72,2,1,0
545,Female,4.0,2,1,1
546,Male,2.8,1,0,0
547,Male,3.62,2,1,1
548,Female,3.71,1,1,1
549,Female,3.57,3,0,0
550,Female,6.83,5,0,0
551,Female,3.84,1,0,1
552,Male,3.61,1,1,1
553,Female,0.64,1,0,0
554,Male,2.57,2,0,0
555,Female,3.58,3,1,1
556,Female,2.9,2,0,1
557,Female,6.21,2,1,1
558,Female,3.74,2,1,1
559,Female,6.06,3,1,1
560,Female,4.1,2,1,1
561,Female,4.06,3,0,1
562,Male,3.86,6,0,1
563,Male,4.01,2,1,1
564,Male,6.75,3,1,1
565,Female,0.29,3,0,1
566,Male,0.8,3,0,0
567,Male,3.13,4,0,0
568,Male,4.02,5,0,0
569,Female,5.1,4,0,0
570,Female,4.76,3,1,1
571,Female,3.39,3,1,1
572,Male,5.63,2,1,1
573,Male,5.65,0,0,1
574,Male,4.29,3,0,0
575,Male,5.54,2,0,1
576,Male,4.44,5,0,1
577,Female,3.1,1,0,0
578,Female,5.12,3,0,0
579,Female,4.18,2,0,0
580,Male,4.0,5,0,1
581,Male,6.36,2,0,1
582,Female,0.08,7,0,1
583,Male,1.73,4,0,0
584,Male,2.1,6,0,1
585,Male,3.42,6,0,0
586,Female,3.59,2,0,0
587,Female,1.59,6,0,1
588,Male,2.42,2,1,0
589,Female,2.62,0,0,0
590,Female,7.93,3,1,1
591,Female,6.88,4,0,1
592,Female,3.34,2,1,1
593,Male,3.42,2,1,1
594,Female,2.16,4,0,1
595,Male,0.95,6,1,0
596,Female,3.81,7,0,1
597,Female,2.4,4,1,1
598,Female,3.86,1,0,0
599,Female,1.44,1,0,0
600,Female,2.78,4,1,1
601,Female,4.24,2,1,0
602,Female,4.59,1,0,1
603,Female,4.67,3,1,1
604,Male,1.89,2,0,0
605,Female,5.37,3,0,1
606,Female,2.72,2,1,0
607,Male,5.01,2,0,1
608,Female,3.98,3,0,1
609,Female,1.8,2,1,0
610,Female,3.49,4,0,1
611,Female,4.58,1,0,1
612,Male,4.98,2,0,1
613,Female,3.77,3,1,1
614,Male,6.45,6,0,1
615,Female,5.61,1,0,1
616,Female,3.59,3,1,1
617,Male,5.2,3,0,0
618,Male,7.09,0,0,1
619,Male,7.14,5,1,1
620,Male,2.04,8,1,1
621,Male,2.52,3,0,0
622,Male,6.38,4,1,1
623,Male,2.31,2,1,1
624,Male,1.88,3,0,0
625,Female,3.22,3,1,1
626,Male,4.67,1,1,1
627,Male,3.84,4,0,1
628,Male,2.96,5,0,0
629,Female,2.92,2,1,0
630,Male,2.86,6,1,1
631,Female,2.59,7,0,1
632,Male,7.65,1,1,1
633,Male,4.48,1,1,1
634,Male,5.42,5,1,1
635,Male,3.22,2,1,1
636,Female,3.7,0,0,1
637,Male,2.86,0,0,0
638,Male,0.0,3,0,0
639,Female,1.8,6,0,1
640,Female,1.1,2,0,0
641,Female,0.4,1,1,0
642,Female,2.09,6,1,1
643,Female,6.12,4,0,0
644,Male,3.93,2,1,1
645,Female,6.06,2,0,0
646,Male,4.66,3,0,1
647,Male,5.25,3,0,1
648,Female,2.56,2,0,0
649,Female,4.84,4,0,1
650,Female,5.17,4,1,1
651,Male,3.08,3,0,0
652,Female,4.9,5,0,1
653,Male,4.91,4,0,1
654,Female,3.12,3,0,1
655,Female,2.2,2,1,0
656,Female,2.11,2,1,1
657,Female,4.14,0,0,0
658,Female,4.52,2,0,1
659,Male,2.73,3,0,0
660,Male,4.04,1,1,1
661,Male,4.91,1,0,0
662,Female,4.99,4,0,1
663,Male,6.48,3,0,1
664,Male,6.04,1,0,0
665,Female,2.4,3,0,0
666,Female,6.69,3,0,1
667,Female,3.15,0,1,1
668,Female,5.67,6,0,1
669,Female,4.11,1,0,0
670,Male,3.34,3,0,0
671,Female,1.11,2,0,0
672,Female,3.73,3,1,1
673,Female,1.5,3,1,1
674,Male,5.55,3,0,1
675,Female,6.43,5,1,1
676,Female,2.72,3,1,0
677,Female,4.48,5,1,1
678,Male,2.84,2,0,0
679,Female,2.99,3,0,0
680,Female,5.24,3,0,1
681,Female,3.94,2,1,1
682,Male,6.78,5,0,0
683,Female,3.23,1,0,1
684,Female,5.6,3,0,1
685,Male,4.16,1,0,1
686,Female,5.27,6,0,0
687,Male,3.28,4,0,1
688,Female,3.92,1,0,1
689,Male,3.82,3,1,1
690,Female,2.66,0,1,0
691,Female,5.06,0,0,0
692,Female,5.04,3,1,1
693,Female,4.95,4,0,0
694,Female,6.46,1,1,1
695,Male,6.32,5,1,1
696,Male,3.4,3,0,0
697,Female,4.6,4,0,1
698,Female,3.0,4,0,0
699,Male,4.04,3,0,0
700,Male,3.04,1,0,0
701,Female,6.59,2,0,0
702,Female,4.58,8,1,1
703,Male,3.65,3,0,1
704,Male,5.91,3,0,0
705,Male,0.53,6,0,0
706,Female,0.78,2,0,1
707,Male,5.27,5,1,1
708,Female,4.1,1,0,0
709,Male,4.4,3,0,1
710,Male,1.88,4,0,1
711,Female,3.96,3,0,0
712,Female,7.21,2,0,1
713,Female,5.32,2,1,1
714,Female,4.27,2,0,0
715,Female,3.3,1,0,1
716,Female,3.37,0,0,1
717,Female,0.59,1,1,0
718,Male,4.41,4,0,0
719,Male,5.35,3,0,1
720,Female,1.48,2,1,1
721,Male,2.94,3,1,1
722,Female,2.15,3,0,1
723,Female,2.46,5,1,1
724,Male,4.09,1,1,1
725,Female,0.66,0,0,0
726,Male,4.98,2,1,1
727,Female,5.21,1,0,0
728,Male,3.6,3,0,1
729,Male,0.03,5,0,0
730,Female,2.41,5,1,1
731,Female,5.97,4,0,0
732,Male,0.0,4,0,0
733,Female,3.44,1,0,0
734,Female,2.11,1,0,1
735,Male,5.29,2,1,1
736,Female,2.92,4,1,1
737,Female,4.65,3,0,1
738,Male,4.9,3,1,1
739,Female,6.94,1,1,1
740,Female,3.68,4,0,0
741,Female,4.6,5,0,0
742,Female,1.62,0,0,0
743,Female,5.9,2,0,1
744,Male,2.78,3,0,0
745,Female,3.1,0,0,0
746,Male,3.96,3,1,1
747,Female,1.5,2,0,0
748,Male,4.37,5,1,1
749,Male,5.55,5,1,1
750,Male,4.47,3,0,1
751,Female,1.46,3,0,0
752,Male,3.8,1,1,1
753,Male,5.19,1,1,1
754,Female,1.0,1,0,0
755,Female,2.28,7,1,1
756,Male,5.4,3,0,1
757,Female,4.43,0,1,0
758,Male,4.66,3,1,1
759,Male,6.98,4,0,1
760,Female,4.75,1,0,1
761,Male,5.05,5,0,1
762,Female,8.34,5,1,1
763,Female,3.66,0,1,0
764,Female,2.72,3,1,0
765,Male,4.68,4,0,1
766,Female,4.7,2,0,0
767,Female,3.16,6,0,0
768,Male,2.35,2,0,0
769,Male,7.7,1,0,0
770,Male,4.52,3,1,1
771,Female,2.83,2,0,1
772,Female,5.47,3,0,1
773,Male,3.83,3,1,1
774,Female,3.6,3,1,1
775,Female,4.9,3,0,0
776,Female,1.93,3,1,1
777,Male,4.56,3,0,1
778,Male,7.06,4,0,1
779,Male,4.75,3,1,1
780,Female,3.4,3,1,1
781,Female,3.19,4,0,1
782,Female,3.34,3,0,1
783,Male,3.59,3,0,0
784,Male,3.4,5,0,0
785,Male,5.47,4,1,1
786,Female,1.23,2,0,1
787,Male,5.38,4,0,0
788,Female,3.39,5,0,1
789,Female,4.6,3,0,1
790,Male,2.2,3,0,0
791,Male,6.13,5,0,0
792,Male,5.99,3,0,1
793,Female,5.54,1,0,1
794,Female,1.58,8,1,0
795,Male,5.33,3,1,1
796,Male,4.65,2,0,0
797,Female,1.43,2,0,0
798,Male,3.96,2,0,1
799,Male,4.58,1,0,0
800,Male,4.89,2,0,0
801,Male,4.28,2,1,1
802,Male,4.47,4,1,1
803,Female,6.36,4,0,1
804,Female,5.96,2,1,1
805,Female,0.0,2,0,0
806,Female,3.49,2,0,1
807,Female,3.74,4,0,1
808,Male,1.2,2,0,0
809,Male,4.15,4,1,1
810,Female,6.0,0,0,1
811,Male,2.26,5,1,0
812,Female,4.54,3,0,0
813,Female,2.53,3,1,1
814,Male,2.92,7,0,1
815,Female,6.36,2,0,0
816,Female,3.13,0,0,0
817,Male,4.74,1,1,1
818,Male,1.01,4,0,0
819,Female,6.98,3,0,1
820,Female,4.96,2,1,1
821,Male,3.71,3,0,1
822,Female,4.92,4,0,1
823,Male,1.74,4,0,0
824,Female,5.89,1,0,0
825,Female,3.48,1,0,0
826,Male,3.67,3,0,1
827,Female,3.21,2,0,0
828,Female,3.07,2,0,0
829,Female,5.11,4,0,1
830,Male,4.41,2,1,1
831,Male,5.04,2,0,0
832,Male,3.99,5,0,0
833,Male,4.82,3,0,1
834,Male,3.33,7,1,1
835,Female,7.57,0,0,1
836,Female,1.49,3,0,0
837,Female,6.02,3,1,1
838,Male,6.19,4,0,1
839,Male,2.64,2,1,1
840,Female,7.57,3,1,1
841,Male,5.59,2,1,1
842,Female,5.55,4,0,1
843,Female,4.04,1,0,0
844,Male,3.65,3,0,1
845,Male,3.66,0,1,1
846,Male,4.62,4,1,1
847,Male,6.24,6,1,1
848,Male,4.29,2,0,1
849,Female,2.54,1,1,0
850,Female,5.32,0,0,1
851,Female,5.47,3,1,1
852,Female,5.05,3,0,0
853,Female,5.19,4,0,1
854,Male,3.57,4,0,1
855,Male,2.51,1,1,1
856,Female,2.61,1,0,0
857,Male,1.38,4,0,0
858,Male,4.38,1,0,1
859,Female,3.87,1,0,0
860,Female,3.3,5,1,1
861,Female,0.0,6,0,0
862,Female,2.0,1,0,1
863,Male,5.79,2,1,1
864,Female,2.94,0,0,0
865,Female,4.58,1,0,0
866,Female,1.77,1,0,0
867,Female,6.3,4,0,1
868,Female,3.77,2,0,0
869,Male,4.46,1,0,0
870,Male,7.72,2,0,0
871,Male,6.43,1,1,1
872,Male,3.51,2,1,1
873,Male,3.05,1,1,0
874,Male,3.48,6,0,0
875,Female,4.82,1,0,1
876,Female,3.83,2,1,1
877,Female,3.37,2,1,1
878,Female,6.35,3,0,1
879,Female,3.82,2,0,0
880,Female,7.68,5,0,1
881,Male,4.15,3,0,0
882,Female,6.86,3,0,1
883,Male,4.57,8,0,1
884,Male,5.54,4,1,1
885,Female,2.84,4,0,1
886,Female,2.63,2,0,0
887,Male,4.74,3,0,1
888,Male,5.58,6,1,1
889,Male,4.06,2,1,1
890,Male,1.94,2,0,0
891,Male,1.82,3,0,0
892,Female,1.72,2,1,1
893,Female,1.17,3,1,0
894,Female,4.18,0,0,0
895,Female,5.8,3,1,1
896,Female,3.98,2,0,0
897,Female,0.38,1,0,0
898,Male,3.69,5,0,0
899,Male,3.74,1,0,0
900,Female,7.35,5,0,1
901,Male,1.67,1,0,0
902,Male,3.37,3,1,1
903,Male,6.73,6,0,1
904,Female,4.72,5,1,1
905,Male,4.9,2,0,0
906,Female,4.18,4,0,1
907,Male,4.53,3,1,1
908,Male,5.24,1,1,1
909,Male,2.7,4,0,0
910,Male,5.4,2,1,1
911,Female,1.8,3,0,0
912,Male,4.53,2,0,1
913,Male,4.29,5,0,1
914,Female,3.01,3,0,0
915,Female,3.96,1,0,0
916,Male,3.0,3,0,0
917,Female,2.29,3,1,1
918,Female,3.43,2,1,1
919,Male,2.23,2,1,0
920,Female,4.52,2,1,1
921,Female,2.16,3,0,0
922,Female,5.14,2,0,1
923,Male,2.11,7,1,1
924,Male,3.09,3,0,1
925,Male,3.0,3,0,0
926,Female,6.12,5,0,1
927,Female,4.53,4,0,1
928,Male,3.66,4,0,1
929,Male,4.8,2,0,0
