user_id,group,ad_spend,sessions,purchases,revenue,region,signup_date
97,B,38.49,4,0,0.0,North America,2024-02-11
98,A,16.42,2,0,0.0,Asia,2024-06-14
99,A,6.91,2,0,0.0,North America,2024-03-22
100,A,1.59,3,0,0.0,North America,2024-06-21
101,A,14.09,1,0,0.0,North America,2024-02-04
102,B,14.33,2,1,46.21,North America,2024-06-06
103,A,20.4,3,0,0.0,North America,2024-06-06
104,B,7.84,1,0,0.0,Europe,2024-05-13
105,B,16.63,2,0,0.0,North America,2024-03-07
106,A,20.15,1,0,0.0,Asia,2024-03-20
107,A,20.23,1,0,0.0,Asia,2024-01-07
108,B,43.28,4,0,0.0,North America,2024-06-28
109,A,32.67,1,0,0.0,North America,2024-01-14
110,A,16.18,1,0,0.0,North America,2024-03-13
111,A,15.24,2,0,0.0,Europe,2024-05-22
112,A,19.99,1,0,0.0,North America,2024-05-28
113,B,3.44,2,0,0.0,Europe,2024-06-11
114,B,5.03,1,0,0.0,North America,2024-03-06
115,B,7.34,1,0,0.0,Europe,2024-03-31
116,B,18.18,5,1,89.44,North America,2024-05-09
117,B,12.9,2,0,0.0,North America,2024-06-11
118,A,7.35,0,0,0.0,Asia,2024-01-20
119,B,19.99,3,0,0.0,Europe,2024-01-10
120,B,82.69,4,0,0.0,North America,2024-01-25
121,B,3.27,1,0,0.0,Asia,2024-01-25
122,B,13.35,0,0,0.0,Europe,2024-02-23
123,A,29.09,3,0,0.0,Asia,2024-02-02
124,A,15.27,1,0,0.0,Europe,2024-06-12
125,A,4.64,5,0,0.0,North America,2024-04-04
126,A,16.88,2,0,0.0,North America,2024-01-14
127,B,41.72,6,0,0.0,North America,2024-03-05
128,B,12.41,0,0,0.0,Europe,2024-04-19
129,A,22.0,2,0,0.0,Europe,2024-03-20
130,B,7.69,1,0,0.0,North America,2024-02-23
131,A,5.28,2,0,0.0,North America,2024-05-04
132,A,8.56,0,0,0.0,Asia,2024-06-28
133,A,20.48,2,0,0.0,Asia,2024-05-10
134,A,41.51,2,0,0.0,Europe,2024-06-17
135,B,49.17,1,0,0.0,North America,2024-05-13
136,A,8.68,3,0,0.0,North America,2024-01-25
137,B,19.72,1,0,0.0,North America,2024-05-20
138,B,18.92,0,0,0.0,Asia,2024-04-26
139,A,23.28,2,0,0.0,North America,2024-05-15
140,B,2.79,0,0,0.0,Europe,2024-05-28
141,B,17.61,3,0,0.0,North America,2024-01-25
142,A,2.58,3,0,0.0,Europe,2024-03-19
143,A,47.67,6,0,0.0,Europe,2024-03-08
144,A,35.33,2,0,0.0,Asia,2024-06-21
145,A,7.56,3,0,0.0,North America,2024-01-12
146,A,51.91,4,0,0.0,North America,2024-02-01
147,B,6.82,3,0,0.0,North America,2024-05-07
148,B,20.98,3,0,0.0,Asia,2024-04-05
149,A,14.85,3,0,0.0,Asia,2024-04-01
150,A,4.34,1,0,0.0,Europe,2024-05-20
151,B,35.16,5,0,0.0,Europe,2024-01-31
152,A,26.85,2,0,0.0,Europe,2024-03-18
153,A,25.33,1,0,0.0,North America,2024-01-20
154,A,15.81,0,0,0.0,Asia,2024-05-25
155,B,37.64,3,0,0.0,North America,2024-02-29
156,A,9.87,3,0,0.0,North America,2024-05-13
157,B,36.23,2,0,0.0,Europe,2024-06-08
158,B,17.03,3,0,0.0,North America,2024-04-02
159,A,11.37,2,0,0.0,North America,2024-02-12
160,B,25.8,2,0,0.0,Europe,2024-05-09
161,A,20.9,0,0,0.0,North America,2024-02-29
162,B,15.79,1,0,0.0,Europe,2024-05-30
163,B,9.1,0,0,0.0,North America,2024-01-31
164,B,25.86,1,0,0.0,North America,2024-01-05
165,A,2.45,0,0,0.0,North America,2024-06-10
166,B,10.49,2,0,0.0,North America,2024-01-10
167,A,18.92,2,0,0.0,Europe,2024-03-29
168,A,5.47,1,0,0.0,North America,2024-05-09
169,A,14.17,2,0,0.0,Europe,2024-05-05
170,B,25.12,3,0,0.0,Europe,2024-01-11
171,B,14.41,1,0,0.0,Europe,2024-06-26
172,A,10.37,2,0,0.0,Asia,2024-06-07
173,B,10.66,3,0,0.0,Europe,2024-02-25
174,A,16.89,3,0,0.0,North America,2024-03-23
175,B,40.39,2,0,0.0,North America,2024-05-16
176,A,10.92,2,0,0.0,North America,2024-04-08
177,B,5.43,2,0,0.0,Europe,2024-05-28
178,A,23.64,1,0,0.0,North America,2024-03-13
179,B,24.78,6,0,0.0,Europe,2024-06-04
180,A,50.47,2,0,0.0,Europe,2024-04-24
181,A,25.78,2,0,0.0,North America,2024-01-07
182,A,8.02,1,0,0.0,Europe,2024-03-20
183,B,7.8,1,0,0.0,North America,2024-05-23
184,B,10.69,1,0,0.0,North America,2024-04-06
185,A,39.24,2,0,0.0,Europe,2024-01-04
186,B,27.34,5,0,0.0,Europe,2024-01-04
187,B,32.11,3,0,0.0,Europe,2024-04-12
188,B,30.08,1,0,0.0,North America,2024-02-09
189,B,34.48,0,0,0.0,North America,2024-01-17
190,A,6.66,2,0,0.0,Asia,2024-04-10
191,A,13.16,3,0,0.0,Europe,2024-04-12
192,B,20.79,1,0,0.0,Europe,2024-05-03
193,B,33.02,2,0,0.0,North America,2024-02-21
194,B,20.81,5,0,0.0,Europe,2024-02-21
195,A,22.55,2,0,0.0,North America,2024-06-12
196,A,13.15,1,0,0.0,North America,2024-05-03
197,B,19.76,4,0,0.0,Asia,2024-06-14
198,B,12.07,5,2,268.05,North America,2024-06-26
199,B,9.36,2,0,0.0,Asia,2024-03-03
200,B,24.86,2,0,0.0,North America,2024-04-25
201,B,11.81,2,0,0.0,North America,2024-03-02
202,A,7.57,1,0,0.0,Europe,2024-01-07
203,A,10.88,1,0,0.0,Asia,2024-06-03
204,B,18.26,1,0,0.0,Europe,2024-04-01
205,B,22.89,4,0,0.0,Asia,2024-01-14
206,A,7.55,4,0,0.0,Europe,2024-03-26
207,A,12.02,3,0,0.0,Europe,2024-05-12
208,B,23.51,3,0,0.0,Asia,2024-05-09
209,A,7.57,2,0,0.0,North America,2024-03-02
210,A,36.39,3,0,0.0,Europe,2024-05-28
211,B,39.19,6,0,0.0,North America,2024-03-19
212,B,27.64,2,0,0.0,Asia,2024-05-28
213,B,29.45,1,0,0.0,Asia,2024-05-17
214,A,13.21,2,0,0.0,North America,2024-02-27
215,B,14.36,0,0,0.0,Europe,2024-04-29
216,A,48.35,2,0,0.0,Asia,2024-06-15
217,A,16.21,3,0,0.0,North America,2024-05-12
218,B,14.73,4,0,0.0,Europe,2024-03-05
219,B,8.66,0,0,0.0,Asia,2024-01-13
220,B,20.09,2,0,0.0,North America,2024-06-29
221,B,21.18,1,0,0.0,Europe,2024-03-22
222,B,19.81,0,0,0.0,North America,2024-06-21
223,A,23.36,1,0,0.0,Asia,2024-06-08
224,A,12.12,0,0,0.0,Asia,2024-06-12
225,A,36.29,3,1,80.56,Asia,2024-05-18
226,A,9.68,2,0,0.0,Europe,2024-05-28
227,B,13.26,4,1,115.35,Asia,2024-02-21
228,A,11.55,1,0,0.0,Asia,2024-04-26
229,B,16.17,5,0,0.0,North America,2024-01-26
230,B,10.72,0,0,0.0,Asia,2024-02-03
231,B,2.93,2,0,0.0,North America,2024-02-21
232,B,10.41,1,0,0.0,Europe,2024-04-21
233,B,28.64,2,1,73.5,North America,2024-03-22
234,A,5.14,5,0,0.0,North America,2024-06-28
235,A,22.37,2,1,23.2,North America,2024-06-05
236,B,61.23,1,0,0.0,Europe,2024-06-14
237,A,33.41,4,0,0.0,North America,2024-02-11
238,A,16.99,2,0,0.0,Europe,2024-01-21
239,B,12.93,1,0,0.0,North America,2024-02-11
240,A,11.0,6,1,87.66,North America,2024-05-20
241,B,20.79,0,0,0.0,Europe,2024-04-22
242,B,28.77,1,0,0.0,Europe,2024-04-14
243,B,32.84,3,0,0.0,North America,2024-01-17
244,A,43.9,4,0,0.0,Europe,2024-04-29
245,A,52.32,4,0,0.0,Asia,2024-05-16
246,B,25.23,0,0,0.0,Europe,2024-06-17
247,A,8.74,1,0,0.0,North America,2024-05-08
248,B,28.66,3,0,0.0,North America,2024-05-09
249,B,7.04,1,0,0.0,Asia,2024-02-29
250,B,8.55,0,0,0.0,North America,2024-02-17
251,A,30.88,1,0,0.0,Asia,2024-01-29
252,A,21.33,6,0,0.0,Europe,2024-04-06
253,B,23.09,6,1,48.27,Asia,2024-01-10
254,A,43.28,2,0,0.0,Europe,2024-02-27
255,A,20.41,1,0,0.0,Asia,2024-01-21
256,B,21.51,2,0,0.0,North America,2024-01-28
257,B,17.32,2,0,0.0,Europe,2024-02-03
258,B,12.18,2,0,0.0,North America,2024-01-08
259,B,25.61,2,0,0.0,Europe,2024-06-25
260,A,13.37,0,0,0.0,Europe,2024-03-19
261,B,5.89,7,0,0.0,Asia,2024-05-24
262,B,21.41,2,0,0.0,Asia,2024-03-27
263,A,14.31,3,0,0.0,Europe,2024-03-28
264,B,38.6,2,0,0.0,North America,2024-06-21
265,B,1.39,1,0,0.0,North America,2024-03-09
266,B,28.09,2,0,0.0,Europe,2024-06-08
267,B,18.27,5,0,0.0,North America,2024-06-20
268,B,4.7,3,0,0.0,North America,2024-03-27
269,A,16.3,4,0,0.0,North America,2024-04-10
270,A,10.06,3,0,0.0,North America,2024-01-08
271,B,11.89,7,0,0.0,North America,2024-03-17
272,B,26.97,3,0,0.0,North America,2024-03-27
273,B,31.08,6,0,0.0,North America,2024-02-12
274,B,26.81,3,0,0.0,North America,2024-05-08
275,B,17.05,2,1,17.18,Asia,2024-04-18
276,B,24.81,1,0,0.0,North America,2024-06-27
277,B,26.86,1,0,0.0,North America,2024-05-31
278,B,47.22,4,0,0.0,Europe,2024-05-31
279,B,15.81,2,0,0.0,North America,2024-01-17
280,B,23.17,3,0,0.0,Asia,2024-05-12
281,B,37.1,2,0,0.0,Europe,2024-05-27
282,A,27.0,1,0,0.0,North America,2024-01-21
283,A,1.69,2,0,0.0,North America,2024-02-27
284,A,10.19,1,1,51.38,Asia,2024-06-07
285,B,25.83,0,0,0.0,Asia,2024-04-19
286,A,7.47,3,0,0.0,Europe,2024-05-18
287,A,7.66,2,0,0.0,Europe,2024-06-28
288,B,18.57,0,0,0.0,North America,2024-05-22
289,A,22.71,3,0,0.0,Asia,2024-05-14
290,B,10.35,2,0,0.0,North America,2024-01-28
291,A,17.74,1,0,0.0,Asia,2024-02-20
292,A,2.98,2,0,0.0,Europe,2024-01-05
293,B,13.47,2,0,0.0,Europe,2024-01-05
294,A,33.09,3,0,0.0,Europe,2024-04-03
295,A,2.25,3,0,0.0,North America,2024-04-05
296,B,26.15,4,1,66.96,North America,2024-01-08
297,B,29.17,0,0,0.0,North America,2024-03-04
298,A,20.3,2,0,0.0,North America,2024-05-17
299,B,9.17,0,0,0.0,Europe,2024-02-07
300,A,20.98,3,0,0.0,North America,2024-04-20
301,A,42.33,3,1,34.14,North America,2024-04-21
302,B,16.29,2,0,0.0,Asia,2024-03-21
303,B,21.14,1,0,0.0,Asia,2024-05-15
304,B,14.67,3,0,0.0,Asia,2024-04-13
305,B,38.16,4,0,0.0,Asia,2024-06-01
306,B,20.25,3,0,0.0,North America,2024-03-13
307,B,35.58,0,0,0.0,North America,2024-06-26
308,A,24.66,2,1,103.98,Europe,2024-02-18
309,B,4.1,0,0,0.0,Europe,2024-02-05
310,A,4.24,6,1,22.85,North America,2024-05-05
311,A,6.89,3,0,0.0,Asia,2024-03-08
312,A,8.87,1,0,0.0,North America,2024-03-18
313,A,32.51,3,0,0.0,North America,2024-04-14
314,B,11.57,2,0,0.0,Europe,2024-06-17
315,B,18.01,1,0,0.0,Europe,2024-05-01
316,B,34.95,2,0,0.0,Europe,2024-04-28
317,A,1.47,3,0,0.0,North America,2024-04-23
318,A,13.12,1,0,0.0,Asia,2024-01-10
319,A,9.67,6,0,0.0,North America,2024-05-28
320,A,28.66,2,0,0.0,North America,2024-06-12
321,B,16.53,0,0,0.0,Asia,2024-05-19
322,B,38.24,2,0,0.0,Asia,2024-03-31
323,B,8.81,3,0,0.0,Asia,2024-01-02
324,A,22.37,2,0,0.0,Asia,2024-04-27
325,B,44.99,2,0,0.0,Europe,2024-01-13
326,B,9.26,0,0,0.0,Europe,2024-06-29
327,B,8.68,2,0,0.0,North America,2024-06-08
328,B,30.06,1,0,0.0,North America,2024-04-04
329,A,8.14,1,0,0.0,North America,2024-05-23
330,A,4.81,1,0,0.0,North America,2024-02-01
331,A,2.64,2,0,0.0,Europe,2024-02-01
332,B,20.55,4,0,0.0,Europe,2024-05-03
333,A,2.81,1,0,0.0,North America,2024-01-11
334,A,11.95,0,0,0.0,North America,2024-01-10
335,A,16.89,2,0,0.0,Europe,2024-01-15
336,A,6.09,4,0,0.0,North America,2024-01-17
337,B,6.56,0,0,0.0,Asia,2024-06-16
338,B,16.3,0,0,0.0,Europe,2024-05-25
339,A,12.13,1,0,0.0,Europe,2024-06-01
340,A,17.47,2,0,0.0,Europe,2024-02-28
341,A,12.8,1,1,20.68,Asia,2024-03-18
342,A,14.2,4,0,0.0,North America,2024-05-03
343,A,23.1,1,0,0.0,Europe,2024-04-23
344,A,5.77,2,0,0.0,Europe,2024-01-22
345,A,24.53,4,0,0.0,North America,2024-06-06
346,B,39.0,4,0,0.0,Asia,2024-06-20
347,B,16.28,0,0,0.0,Europe,2024-02-01
348,A,2.11,3,0,0.0,Europe,2024-06-27
349,A,10.98,3,0,0.0,Asia,2024-06-22
350,B,23.07,1,0,0.0,Asia,2024-04-22
351,B,19.41,4,0,0.0,Europe,2024-04-29
352,B,93.87,4,0,0.0,Asia,2024-05-28
353,B,1.49,1,0,0.0,Europe,2024-05-01
354,A,35.08,1,0,0.0,Europe,2024-02-01
355,A,20.02,1,0,0.0,Europe,2024-04-28
356,B,14.83,1,0,0.0,Europe,2024-02-08
357,A,3.85,0,0,0.0,North America,2024-01-12
358,B,36.25,1,0,0.0,Asia,2024-06-23
359,B,16.0,1,0,0.0,Asia,2024-01-18
360,B,12.95,6,0,0.0,North America,2024-05-28
361,A,15.23,2,0,0.0,Asia,2024-05-20
362,B,20.09,0,0,0.0,North America,2024-05-28
363,A,5.14,2,0,0.0,North America,2024-05-05
364,B,13.34,1,0,0.0,Europe,2024-05-15
365,B,36.13,2,0,0.0,North America,2024-02-15
366,A,13.0,3,0,0.0,Asia,2024-04-13
367,B,10.89,2,0,0.0,Asia,2024-05-14
368,B,15.66,1,0,0.0,Europe,2024-05-30
369,A,16.81,4,1,149.9,North America,2024-03-26
370,A,14.49,2,1,170.6,North America,2024-05-29
371,A,18.01,5,1,79.98,Europe,2024-03-29
372,A,11.33,0,0,0.0,Asia,2024-01-22
373,A,14.64,1,0,0.0,Europe,2024-04-01
374,B,15.25,0,0,0.0,North America,2024-01-29
375,A,19.59,3,0,0.0,Europe,2024-01-13
376,A,15.36,2,0,0.0,Europe,2024-01-02
377,B,5.65,3,0,0.0,Europe,2024-01-29
378,A,19.41,2,0,0.0,North America,2024-06-28
379,B,24.53,3,0,0.0,Europe,2024-01-27
380,A,61.02,2,0,0.0,Europe,2024-02-19
381,A,46.16,1,0,0.0,Asia,2024-04-04
382,B,26.18,2,0,0.0,North America,2024-05-30
383,B,17.12,2,0,0.0,Europe,2024-03-28
384,B,10.43,5,0,0.0,Asia,2024-02-13
385,B,20.28,2,0,0.0,North America,2024-01-22
386,B,9.07,0,0,0.0,Asia,2024-06-19
387,A,28.88,1,0,0.0,Europe,2024-06-13
388,A,1.99,2,0,0.0,North America,2024-04-06
389,B,31.44,2,0,0.0,North America,2024-01-03
390,B,78.74,4,0,0.0,Europe,2024-04-27
391,B,66.31,2,0,0.0,North America,2024-01-19
392,A,6.59,2,0,0.0,Europe,2024-01-23
393,A,4.06,1,0,0.0,North America,2024-06-05
394,B,45.82,4,0,0.0,Europe,2024-01-30
395,A,22.8,3,1,76.52,North America,2024-02-08
396,B,16.53,3,0,0.0,Asia,2024-04-17
397,B,30.38,5,1,130.66,Asia,2024-04-20
398,A,7.13,0,0,0.0,Asia,2024-01-25
399,B,28.96,0,0,0.0,Europe,2024-05-07
400,B,7.18,3,0,0.0,North America,2024-04-20
401,A,24.39,0,0,0.0,Europe,2024-05-15
402,B,14.59,2,0,0.0,North America,2024-04-15
403,B,22.46,4,0,0.0,North America,2024-05-23
404,B,23.03,3,0,0.0,North America,2024-03-12
405,A,48.36,0,0,0.0,Europe,2024-05-08
406,B,27.06,0,0,0.0,Europe,2024-04-17
407,A,29.76,2,0,0.0,Europe,2024-01-05
408,A,21.26,2,0,0.0,North America,2024-01-03
409,B,17.67,2,0,0.0,North America,2024-05-11
410,A,12.44,2,0,0.0,Asia,2024-04-13
411,A,12.4,3,0,0.0,North America,2024-03-04
412,B,29.92,0,0,0.0,Europe,2024-04-15
413,B,50.05,0,0,0.0,North America,2024-04-07
414,B,51.08,3,1,27.21,Europe,2024-01-10
415,B,15.21,2,0,0.0,Europe,2024-05-28
416,A,26.97,4,0,0.0,North America,2024-05-07
417,A,10.33,5,0,0.0,North America,2024-02-15
418,A,34.62,1,0,0.0,Europe,2024-06-03
419,B,13.79,3,1,115.35,Europe,2024-03-06
420,B,46.81,6,0,0.0,North America,2024-06-17
421,B,32.92,3,0,0.0,Asia,2024-04-21
422,B,13.84,0,0,0.0,North America,2024-01-13
423,A,28.74,2,0,0.0,North America,2024-05-16
424,A,12.49,2,0,0.0,Asia,2024-06-12
425,A,86.44,6,0,0.0,North America,2024-03-26
426,B,17.95,2,0,0.0,Europe,2024-03-30
427,A,14.96,3,0,0.0,North America,2024-02-27
428,B,24.63,4,0,0.0,North America,2024-02-23
429,A,4.68,0,0,0.0,Asia,2024-01-12
430,A,28.39,1,0,0.0,North America,2024-01-14
431,A,6.41,1,0,0.0,Asia,2024-04-30
432,B,47.26,1,0,0.0,North America,2024-06-10
433,B,19.86,1,0,0.0,North America,2024-06-29
434,A,25.63,1,0,0.0,North America,2024-04-30
435,A,21.74,2,0,0.0,Europe,2024-01-20
436,B,57.63,1,0,0.0,North America,2024-03-15
437,A,2.05,1,0,0.0,Asia,2024-05-23
438,B,12.71,3,0,0.0,Europe,2024-03-10
439,B,27.58,3,1,51.94,Asia,2024-02-25
440,A,4.33,0,0,0.0,North America,2024-04-10
441,A,37.03,1,0,0.0,Asia,2024-05-11
442,B,28.81,2,1,29.99,Europe,2024-04-20
443,A,12.01,3,0,0.0,Europe,2024-05-04
444,A,18.56,3,1,16.04,Asia,2024-05-11
445,B,12.53,1,0,0.0,Europe,2024-01-20
446,B,2.25,2,0,0.0,Europe,2024-05-17
447,B,14.09,4,0,0.0,North America,2024-01-24
448,B,3.14,2,0,0.0,North America,2024-06-02
449,A,12.63,1,0,0.0,Asia,2024-02-06
450,A,16.04,1,1,43.16,Europe,2024-02-23
451,B,38.55,2,0,0.0,Europe,2024-04-12
452,B,2.29,1,0,0.0,Europe,2024-05-28
453,A,21.8,2,0,0.0,North America,2024-02-07
454,B,38.51,6,2,97.57,North America,2024-06-22
455,A,45.28,0,0,0.0,Europe,2024-01-04
456,A,7.11,3,0,0.0,North America,2024-02-26
457,A,10.03,3,0,0.0,North America,2024-06-21
458,A,32.24,3,0,0.0,Europe,2024-01-20
459,A,7.86,2,0,0.0,North America,2024-01-17
460,A,38.02,0,0,0.0,Europe,2024-04-28
461,A,10.08,1,0,0.0,North America,2024-03-11
462,B,47.31,2,0,0.0,Europe,2024-01-04
463,B,12.45,3,0,0.0,North America,2024-01-14
464,B,68.92,0,0,0.0,Europe,2024-01-03
465,B,44.69,2,0,0.0,North America,2024-03-20
466,A,14.48,3,0,0.0,North America,2024-02-24
467,A,47.55,3,0,0.0,North America,2024-05-11
468,B,18.81,0,0,0.0,Europe,2024-04-29
469,A,19.72,1,0,0.0,Europe,2024-01-24
470,B,37.93,2,0,0.0,North America,2024-06-10
471,A,24.21,4,0,0.0,Europe,2024-06-06
472,B,36.52,2,0,0.0,Asia,2024-03-22
473,A,18.71,5,0,0.0,Europe,2024-05-26
474,B,15.3,0,0,0.0,North America,2024-06-07
475,B,24.1,3,0,0.0,Europe,2024-02-29
476,B,34.17,2,0,0.0,North America,2024-05-26
477,A,30.01,3,0,0.0,North America,2024-02-18
478,B,15.25,3,0,0.0,Asia,2024-03-03
479,B,23.66,3,0,0.0,North America,2024-04-19
480,B,36.88,1,0,0.0,Europe,2024-05-29
481,B,102.06,3,0,0.0,Europe,2024-05-31
482,B,14.56,1,0,0.0,Europe,2024-04-18
483,A,14.82,3,0,0.0,Europe,2024-03-16
484,B,5.7,1,0,0.0,North America,2024-01-30
485,B,17.5,2,0,0.0,North America,2024-02-27
486,B,24.04,3,0,0.0,Europe,2024-04-26
487,A,15.31,3,0,0.0,North America,2024-06-07
488,A,8.14,2,0,0.0,North America,2024-04-09
489,B,17.42,0,0,0.0,North America,2024-01-19
490,B,9.0,3,0,0.0,North America,2024-06-24
491,A,37.19,3,0,0.0,North America,2024-06-21
492,B,27.79,4,0,0.0,North America,2024-04-03
493,A,12.82,2,0,0.0,Europe,2024-04-22
494,A,11.07,4,0,0.0,Europe,2024-05-25
495,A,29.64,3,0,0.0,Asia,2024-03-03
496,A,3.14,2,0,0.0,North America,2024-04-25
497,B,56.2,3,0,0.0,North America,2024-04-22
498,A,34.86,2,0,0.0,North America,2024-02-16
499,B,7.1,0,0,0.0,Europe,2024-02-26
500,B,29.37,1,0,0.0,Europe,2024-04-27
501,B,8.72,3,0,0.0,North America,2024-02-14
502,B,6.96,3,0,0.0,Asia,2024-06-09
503,A,3.34,0,0,0.0,North America,2024-05-24
504,B,6.19,0,0,0.0,Europe,2024-01-04
505,B,61.19,6,0,0.0,Europe,2024-05-27
506,A,39.91,5,0,0.0,Asia,2024-02-16
507,B,22.39,4,0,0.0,Europe,2024-05-22
508,B,9.69,2,0,0.0,Asia,2024-02-16
509,B,47.71,0,0,0.0,North America,2024-03-18
510,B,36.66,4,0,0.0,Asia,2024-05-03
511,B,22.84,4,0,0.0,North America,2024-03-15
512,A,19.47,3,1,17.66,Asia,2024-04-12
513,B,50.41,2,0,0.0,Europe,2024-05-16
514,B,2.25,0,0,0.0,Asia,2024-03-30
515,A,40.79,4,0,0.0,Europe,2024-05-23
516,A,60.07,5,0,0.0,Europe,2024-03-09
517,A,16.75,3,0,0.0,Europe,2024-03-01
518,B,4.59,1,0,0.0,Europe,2024-05-17
519,B,33.83,3,0,0.0,North America,2024-02-19
520,A,4.82,3,0,0.0,North America,2024-01-03
521,B,28.38,5,0,0.0,North America,2024-04-16
522,A,21.49,4,0,0.0,North America,2024-04-22
523,B,29.32,2,0,0.0,Asia,2024-04-03
524,B,29.91,3,0,0.0,North America,2024-04-27
525,B,16.2,5,0,0.0,Asia,2024-03-21
